path,/dccstor/cmv/Animals/Animals_with_Attributes2/JPEGImages/
mouse/mouse_10138.jpg,mouse
squirrel/squirrel_11058.jpg,squirrel
pig/pig_10521.jpg,pig
siamese+cat/siamese+cat_10369.jpg,siamese+cat
hippopotamus/hippopotamus_10075.jpg,hippopotamus
antelope/antelope_10422.jpg,antelope
polar+bear/polar+bear_10568.jpg,polar+bear
cow/cow_10666.jpg,cow
lion/lion_10857.jpg,lion
collie/collie_10826.jpg,collie
lion/lion_10443.jpg,lion
weasel/weasel_10081.jpg,weasel
polar+bear/polar+bear_10708.jpg,polar+bear
hippopotamus/hippopotamus_10065.jpg,hippopotamus
wolf/wolf_10175.jpg,wolf
pig/pig_10492.jpg,pig
squirrel/squirrel_10944.jpg,squirrel
zebra/zebra_10722.jpg,zebra
killer+whale/killer+whale_10270.jpg,killer+whale
cow/cow_11038.jpg,cow
skunk/skunk_10043.jpg,skunk
german+shepherd/german+shepherd_11011.jpg,german+shepherd
pig/pig_10406.jpg,pig
chihuahua/chihuahua_10229.jpg,chihuahua
collie/collie_10464.jpg,collie
buffalo/buffalo_10331.jpg,buffalo
spider+monkey/spider+monkey_10186.jpg,spider+monkey
tiger/tiger_10513.jpg,tiger
rhinoceros/rhinoceros_10106.jpg,rhinoceros
german+shepherd/german+shepherd_10917.jpg,german+shepherd
chihuahua/chihuahua_10012.jpg,chihuahua
german+shepherd/german+shepherd_10320.jpg,german+shepherd
pig/pig_10268.jpg,pig
otter/otter_10631.jpg,otter
wolf/wolf_10267.jpg,wolf
grizzly+bear/grizzly+bear_10206.jpg,grizzly+bear
squirrel/squirrel_10767.jpg,squirrel
pig/pig_10047.jpg,pig
grizzly+bear/grizzly+bear_10609.jpg,grizzly+bear
siamese+cat/siamese+cat_10242.jpg,siamese+cat
lion/lion_10198.jpg,lion
skunk/skunk_10056.jpg,skunk
cow/cow_10465.jpg,cow
rhinoceros/rhinoceros_10440.jpg,rhinoceros
collie/collie_10238.jpg,collie
otter/otter_10758.jpg,otter
rhinoceros/rhinoceros_10324.jpg,rhinoceros
polar+bear/polar+bear_10516.jpg,polar+bear
squirrel/squirrel_10483.jpg,squirrel
buffalo/buffalo_10250.jpg,buffalo
buffalo/buffalo_10552.jpg,buffalo
zebra/zebra_10533.jpg,zebra
hippopotamus/hippopotamus_10307.jpg,hippopotamus
antelope/antelope_10190.jpg,antelope
persian+cat/persian+cat_10317.jpg,persian+cat
german+shepherd/german+shepherd_10696.jpg,german+shepherd
killer+whale/killer+whale_10090.jpg,killer+whale
chihuahua/chihuahua_10173.jpg,chihuahua
german+shepherd/german+shepherd_10103.jpg,german+shepherd
spider+monkey/spider+monkey_10133.jpg,spider+monkey
squirrel/squirrel_10790.jpg,squirrel
siamese+cat/siamese+cat_10472.jpg,siamese+cat
tiger/tiger_10546.jpg,tiger
zebra/zebra_10269.jpg,zebra
lion/lion_10368.jpg,lion
antelope/antelope_10193.jpg,antelope
persian+cat/persian+cat_10281.jpg,persian+cat
antelope/antelope_10054.jpg,antelope
lion/lion_10687.jpg,lion
lion/lion_10158.jpg,lion
siamese+cat/siamese+cat_10417.jpg,siamese+cat
grizzly+bear/grizzly+bear_10472.jpg,grizzly+bear
tiger/tiger_10071.jpg,tiger
polar+bear/polar+bear_10153.jpg,polar+bear
siamese+cat/siamese+cat_10452.jpg,siamese+cat
lion/lion_10724.jpg,lion
lion/lion_10856.jpg,lion
tiger/tiger_10313.jpg,tiger
squirrel/squirrel_10300.jpg,squirrel
grizzly+bear/grizzly+bear_10329.jpg,grizzly+bear
otter/otter_10565.jpg,otter
antelope/antelope_10079.jpg,antelope
tiger/tiger_10387.jpg,tiger
collie/collie_10504.jpg,collie
persian+cat/persian+cat_10022.jpg,persian+cat
wolf/wolf_10200.jpg,wolf
siamese+cat/siamese+cat_10254.jpg,siamese+cat
antelope/antelope_10751.jpg,antelope
antelope/antelope_10529.jpg,antelope
grizzly+bear/grizzly+bear_10095.jpg,grizzly+bear
lion/lion_10844.jpg,lion
zebra/zebra_10519.jpg,zebra
antelope/antelope_10944.jpg,antelope
collie/collie_10778.jpg,collie
fox/fox_10449.jpg,fox
collie/collie_10621.jpg,collie
zebra/zebra_10775.jpg,zebra
antelope/antelope_10616.jpg,antelope
wolf/wolf_10099.jpg,wolf
buffalo/buffalo_10545.jpg,buffalo
hippopotamus/hippopotamus_10195.jpg,hippopotamus
buffalo/buffalo_10513.jpg,buffalo
weasel/weasel_10059.jpg,weasel
otter/otter_10718.jpg,otter
german+shepherd/german+shepherd_10272.jpg,german+shepherd
grizzly+bear/grizzly+bear_10362.jpg,grizzly+bear
elephant/elephant_10938.jpg,elephant
lion/lion_10191.jpg,lion
fox/fox_10302.jpg,fox
antelope/antelope_10474.jpg,antelope
german+shepherd/german+shepherd_10148.jpg,german+shepherd
weasel/weasel_10269.jpg,weasel
otter/otter_10714.jpg,otter
squirrel/squirrel_10437.jpg,squirrel
zebra/zebra_11042.jpg,zebra
antelope/antelope_10877.jpg,antelope
skunk/skunk_10017.jpg,skunk
squirrel/squirrel_10399.jpg,squirrel
spider+monkey/spider+monkey_10137.jpg,spider+monkey
grizzly+bear/grizzly+bear_10731.jpg,grizzly+bear
german+shepherd/german+shepherd_10741.jpg,german+shepherd
polar+bear/polar+bear_10113.jpg,polar+bear
humpback+whale/humpback+whale_10618.jpg,humpback+whale
siamese+cat/siamese+cat_10051.jpg,siamese+cat
wolf/wolf_10507.jpg,wolf
zebra/zebra_10485.jpg,zebra
zebra/zebra_10599.jpg,zebra
squirrel/squirrel_10292.jpg,squirrel
tiger/tiger_10530.jpg,tiger
german+shepherd/german+shepherd_10724.jpg,german+shepherd
antelope/antelope_10209.jpg,antelope
polar+bear/polar+bear_10205.jpg,polar+bear
zebra/zebra_10330.jpg,zebra
antelope/antelope_10397.jpg,antelope
german+shepherd/german+shepherd_10522.jpg,german+shepherd
hippopotamus/hippopotamus_10181.jpg,hippopotamus
grizzly+bear/grizzly+bear_10345.jpg,grizzly+bear
german+shepherd/german+shepherd_10351.jpg,german+shepherd
weasel/weasel_10010.jpg,weasel
chihuahua/chihuahua_10178.jpg,chihuahua
rhinoceros/rhinoceros_10222.jpg,rhinoceros
cow/cow_10834.jpg,cow
humpback+whale/humpback+whale_10258.jpg,humpback+whale
persian+cat/persian+cat_10520.jpg,persian+cat
otter/otter_10530.jpg,otter
grizzly+bear/grizzly+bear_10289.jpg,grizzly+bear
buffalo/buffalo_10054.jpg,buffalo
lion/lion_10079.jpg,lion
fox/fox_10016.jpg,fox
antelope/antelope_10117.jpg,antelope
cow/cow_10303.jpg,cow
cow/cow_10737.jpg,cow
persian+cat/persian+cat_10021.jpg,persian+cat
tiger/tiger_10465.jpg,tiger
squirrel/squirrel_10436.jpg,squirrel
rhinoceros/rhinoceros_10591.jpg,rhinoceros
siamese+cat/siamese+cat_10379.jpg,siamese+cat
cow/cow_11172.jpg,cow
grizzly+bear/grizzly+bear_10757.jpg,grizzly+bear
buffalo/buffalo_10099.jpg,buffalo
cow/cow_10568.jpg,cow
persian+cat/persian+cat_10705.jpg,persian+cat
otter/otter_10363.jpg,otter
persian+cat/persian+cat_10453.jpg,persian+cat
german+shepherd/german+shepherd_10079.jpg,german+shepherd
polar+bear/polar+bear_10079.jpg,polar+bear
cow/cow_10397.jpg,cow
cow/cow_10968.jpg,cow
german+shepherd/german+shepherd_10785.jpg,german+shepherd
squirrel/squirrel_10367.jpg,squirrel
siamese+cat/siamese+cat_10270.jpg,siamese+cat
persian+cat/persian+cat_10080.jpg,persian+cat
rhinoceros/rhinoceros_10053.jpg,rhinoceros
collie/collie_10790.jpg,collie
squirrel/squirrel_10529.jpg,squirrel
cow/cow_10563.jpg,cow
squirrel/squirrel_10099.jpg,squirrel
elephant/elephant_10973.jpg,elephant
tiger/tiger_10123.jpg,tiger
cow/cow_10809.jpg,cow
persian+cat/persian+cat_10287.jpg,persian+cat
weasel/weasel_10207.jpg,weasel
squirrel/squirrel_10593.jpg,squirrel
hippopotamus/hippopotamus_10525.jpg,hippopotamus
fox/fox_10579.jpg,fox
rhinoceros/rhinoceros_10425.jpg,rhinoceros
fox/fox_10380.jpg,fox
lion/lion_10320.jpg,lion
elephant/elephant_10677.jpg,elephant
cow/cow_10244.jpg,cow
zebra/zebra_10063.jpg,zebra
squirrel/squirrel_10900.jpg,squirrel
otter/otter_10739.jpg,otter
lion/lion_10642.jpg,lion
antelope/antelope_10069.jpg,antelope
pig/pig_10190.jpg,pig
spider+monkey/spider+monkey_10102.jpg,spider+monkey
polar+bear/polar+bear_10585.jpg,polar+bear
persian+cat/persian+cat_10540.jpg,persian+cat
polar+bear/polar+bear_10621.jpg,polar+bear
otter/otter_10327.jpg,otter
squirrel/squirrel_11149.jpg,squirrel
rhinoceros/rhinoceros_10160.jpg,rhinoceros
weasel/weasel_10089.jpg,weasel
persian+cat/persian+cat_10736.jpg,persian+cat
polar+bear/polar+bear_10058.jpg,polar+bear
otter/otter_10731.jpg,otter
squirrel/squirrel_10706.jpg,squirrel
lion/lion_10278.jpg,lion
german+shepherd/german+shepherd_10513.jpg,german+shepherd
zebra/zebra_10229.jpg,zebra
pig/pig_10572.jpg,pig
siamese+cat/siamese+cat_10168.jpg,siamese+cat
antelope/antelope_10895.jpg,antelope
chihuahua/chihuahua_10182.jpg,chihuahua
polar+bear/polar+bear_10155.jpg,polar+bear
grizzly+bear/grizzly+bear_10432.jpg,grizzly+bear
buffalo/buffalo_10537.jpg,buffalo
otter/otter_10403.jpg,otter
grizzly+bear/grizzly+bear_10842.jpg,grizzly+bear
spider+monkey/spider+monkey_10053.jpg,spider+monkey
cow/cow_11036.jpg,cow
zebra/zebra_10761.jpg,zebra
wolf/wolf_10583.jpg,wolf
antelope/antelope_10327.jpg,antelope
german+shepherd/german+shepherd_10998.jpg,german+shepherd
pig/pig_10650.jpg,pig
zebra/zebra_10260.jpg,zebra
fox/fox_10322.jpg,fox
persian+cat/persian+cat_10719.jpg,persian+cat
chihuahua/chihuahua_10282.jpg,chihuahua
grizzly+bear/grizzly+bear_10614.jpg,grizzly+bear
antelope/antelope_10631.jpg,antelope
weasel/weasel_10161.jpg,weasel
collie/collie_10601.jpg,collie
buffalo/buffalo_10786.jpg,buffalo
lion/lion_10039.jpg,lion
polar+bear/polar+bear_10101.jpg,polar+bear
elephant/elephant_11036.jpg,elephant
siamese+cat/siamese+cat_10437.jpg,siamese+cat
collie/collie_10990.jpg,collie
chihuahua/chihuahua_10013.jpg,chihuahua
tiger/tiger_10232.jpg,tiger
hippopotamus/hippopotamus_10420.jpg,hippopotamus
spider+monkey/spider+monkey_10166.jpg,spider+monkey
mouse/mouse_10025.jpg,mouse
buffalo/buffalo_10154.jpg,buffalo
grizzly+bear/grizzly+bear_10548.jpg,grizzly+bear
humpback+whale/humpback+whale_10524.jpg,humpback+whale
german+shepherd/german+shepherd_10507.jpg,german+shepherd
squirrel/squirrel_10411.jpg,squirrel
skunk/skunk_10182.jpg,skunk
antelope/antelope_10602.jpg,antelope
collie/collie_10052.jpg,collie
siamese+cat/siamese+cat_10425.jpg,siamese+cat
squirrel/squirrel_10692.jpg,squirrel
cow/cow_10514.jpg,cow
weasel/weasel_10107.jpg,weasel
wolf/wolf_10365.jpg,wolf
killer+whale/killer+whale_10121.jpg,killer+whale
grizzly+bear/grizzly+bear_10705.jpg,grizzly+bear
humpback+whale/humpback+whale_10600.jpg,humpback+whale
zebra/zebra_10826.jpg,zebra
cow/cow_10999.jpg,cow
squirrel/squirrel_10841.jpg,squirrel
polar+bear/polar+bear_10084.jpg,polar+bear
collie/collie_10307.jpg,collie
grizzly+bear/grizzly+bear_10103.jpg,grizzly+bear
elephant/elephant_10813.jpg,elephant
antelope/antelope_11022.jpg,antelope
buffalo/buffalo_10558.jpg,buffalo
elephant/elephant_10669.jpg,elephant
hippopotamus/hippopotamus_10273.jpg,hippopotamus
humpback+whale/humpback+whale_10141.jpg,humpback+whale
humpback+whale/humpback+whale_10704.jpg,humpback+whale
hippopotamus/hippopotamus_10060.jpg,hippopotamus
lion/lion_10125.jpg,lion
antelope/antelope_10884.jpg,antelope
collie/collie_10055.jpg,collie
cow/cow_10482.jpg,cow
german+shepherd/german+shepherd_10478.jpg,german+shepherd
fox/fox_10088.jpg,fox
cow/cow_10951.jpg,cow
cow/cow_11127.jpg,cow
killer+whale/killer+whale_10288.jpg,killer+whale
siamese+cat/siamese+cat_10135.jpg,siamese+cat
rhinoceros/rhinoceros_10593.jpg,rhinoceros
fox/fox_10418.jpg,fox
elephant/elephant_10159.jpg,elephant
german+shepherd/german+shepherd_11001.jpg,german+shepherd
antelope/antelope_10487.jpg,antelope
zebra/zebra_10445.jpg,zebra
antelope/antelope_10587.jpg,antelope
pig/pig_10035.jpg,pig
antelope/antelope_10034.jpg,antelope
collie/collie_10722.jpg,collie
wolf/wolf_10240.jpg,wolf
skunk/skunk_10075.jpg,skunk
elephant/elephant_10048.jpg,elephant
polar+bear/polar+bear_10224.jpg,polar+bear
german+shepherd/german+shepherd_10051.jpg,german+shepherd
lion/lion_10022.jpg,lion
squirrel/squirrel_10974.jpg,squirrel
hippopotamus/hippopotamus_10650.jpg,hippopotamus
pig/pig_10523.jpg,pig
elephant/elephant_10713.jpg,elephant
buffalo/buffalo_10330.jpg,buffalo
polar+bear/polar+bear_10839.jpg,polar+bear
lion/lion_10560.jpg,lion
cow/cow_10118.jpg,cow
cow/cow_10561.jpg,cow
zebra/zebra_10768.jpg,zebra
tiger/tiger_10675.jpg,tiger
humpback+whale/humpback+whale_10452.jpg,humpback+whale
buffalo/buffalo_10827.jpg,buffalo
rhinoceros/rhinoceros_10069.jpg,rhinoceros
cow/cow_10270.jpg,cow
mouse/mouse_10106.jpg,mouse
otter/otter_10630.jpg,otter
german+shepherd/german+shepherd_10822.jpg,german+shepherd
zebra/zebra_10621.jpg,zebra
persian+cat/persian+cat_10459.jpg,persian+cat
antelope/antelope_10401.jpg,antelope
spider+monkey/spider+monkey_10246.jpg,spider+monkey
persian+cat/persian+cat_10690.jpg,persian+cat
german+shepherd/german+shepherd_10267.jpg,german+shepherd
rhinoceros/rhinoceros_10321.jpg,rhinoceros
cow/cow_11042.jpg,cow
elephant/elephant_10155.jpg,elephant
otter/otter_10476.jpg,otter
killer+whale/killer+whale_10018.jpg,killer+whale
german+shepherd/german+shepherd_11008.jpg,german+shepherd
tiger/tiger_10129.jpg,tiger
mouse/mouse_10097.jpg,mouse
elephant/elephant_10812.jpg,elephant
cow/cow_10088.jpg,cow
chihuahua/chihuahua_10496.jpg,chihuahua
polar+bear/polar+bear_10823.jpg,polar+bear
buffalo/buffalo_10505.jpg,buffalo
otter/otter_10436.jpg,otter
elephant/elephant_10623.jpg,elephant
antelope/antelope_10942.jpg,antelope
lion/lion_10591.jpg,lion
otter/otter_10491.jpg,otter
wolf/wolf_10212.jpg,wolf
killer+whale/killer+whale_10267.jpg,killer+whale
cow/cow_11055.jpg,cow
polar+bear/polar+bear_10371.jpg,polar+bear
siamese+cat/siamese+cat_10194.jpg,siamese+cat
polar+bear/polar+bear_10006.jpg,polar+bear
fox/fox_10272.jpg,fox
grizzly+bear/grizzly+bear_10703.jpg,grizzly+bear
squirrel/squirrel_10212.jpg,squirrel
lion/lion_10139.jpg,lion
squirrel/squirrel_11190.jpg,squirrel
buffalo/buffalo_10230.jpg,buffalo
collie/collie_10303.jpg,collie
zebra/zebra_10590.jpg,zebra
antelope/antelope_10652.jpg,antelope
collie/collie_10943.jpg,collie
elephant/elephant_10622.jpg,elephant
buffalo/buffalo_10026.jpg,buffalo
hippopotamus/hippopotamus_10546.jpg,hippopotamus
cow/cow_10878.jpg,cow
otter/otter_10695.jpg,otter
otter/otter_10326.jpg,otter
cow/cow_10845.jpg,cow
zebra/zebra_10392.jpg,zebra
squirrel/squirrel_10014.jpg,squirrel
buffalo/buffalo_10720.jpg,buffalo
polar+bear/polar+bear_10457.jpg,polar+bear
polar+bear/polar+bear_10338.jpg,polar+bear
lion/lion_10402.jpg,lion
lion/lion_10706.jpg,lion
skunk/skunk_10058.jpg,skunk
rhinoceros/rhinoceros_10642.jpg,rhinoceros
elephant/elephant_10519.jpg,elephant
elephant/elephant_10339.jpg,elephant
tiger/tiger_10088.jpg,tiger
squirrel/squirrel_10332.jpg,squirrel
cow/cow_10193.jpg,cow
collie/collie_10170.jpg,collie
collie/collie_10765.jpg,collie
killer+whale/killer+whale_10211.jpg,killer+whale
antelope/antelope_10368.jpg,antelope
antelope/antelope_10957.jpg,antelope
persian+cat/persian+cat_10640.jpg,persian+cat
tiger/tiger_10814.jpg,tiger
lion/lion_10791.jpg,lion
rhinoceros/rhinoceros_10570.jpg,rhinoceros
killer+whale/killer+whale_10066.jpg,killer+whale
rhinoceros/rhinoceros_10458.jpg,rhinoceros
persian+cat/persian+cat_10055.jpg,persian+cat
elephant/elephant_10047.jpg,elephant
chihuahua/chihuahua_10412.jpg,chihuahua
pig/pig_10610.jpg,pig
antelope/antelope_10312.jpg,antelope
persian+cat/persian+cat_10650.jpg,persian+cat
polar+bear/polar+bear_10867.jpg,polar+bear
squirrel/squirrel_10654.jpg,squirrel
antelope/antelope_10611.jpg,antelope
cow/cow_11266.jpg,cow
zebra/zebra_10920.jpg,zebra
collie/collie_10016.jpg,collie
hippopotamus/hippopotamus_10501.jpg,hippopotamus
buffalo/buffalo_10723.jpg,buffalo
grizzly+bear/grizzly+bear_10788.jpg,grizzly+bear
spider+monkey/spider+monkey_10243.jpg,spider+monkey
killer+whale/killer+whale_10142.jpg,killer+whale
squirrel/squirrel_10966.jpg,squirrel
spider+monkey/spider+monkey_10208.jpg,spider+monkey
buffalo/buffalo_10834.jpg,buffalo
tiger/tiger_10349.jpg,tiger
cow/cow_11224.jpg,cow
cow/cow_10658.jpg,cow
fox/fox_10071.jpg,fox
zebra/zebra_11043.jpg,zebra
squirrel/squirrel_10847.jpg,squirrel
weasel/weasel_10068.jpg,weasel
cow/cow_11046.jpg,cow
lion/lion_11002.jpg,lion
antelope/antelope_10158.jpg,antelope
rhinoceros/rhinoceros_10600.jpg,rhinoceros
antelope/antelope_10415.jpg,antelope
buffalo/buffalo_10507.jpg,buffalo
tiger/tiger_10379.jpg,tiger
collie/collie_10701.jpg,collie
lion/lion_10603.jpg,lion
zebra/zebra_10663.jpg,zebra
fox/fox_10175.jpg,fox
zebra/zebra_10750.jpg,zebra
siamese+cat/siamese+cat_10190.jpg,siamese+cat
cow/cow_11285.jpg,cow
grizzly+bear/grizzly+bear_10694.jpg,grizzly+bear
cow/cow_10192.jpg,cow
grizzly+bear/grizzly+bear_10719.jpg,grizzly+bear
siamese+cat/siamese+cat_10469.jpg,siamese+cat
antelope/antelope_10982.jpg,antelope
wolf/wolf_10038.jpg,wolf
squirrel/squirrel_10873.jpg,squirrel
hippopotamus/hippopotamus_10498.jpg,hippopotamus
grizzly+bear/grizzly+bear_10009.jpg,grizzly+bear
wolf/wolf_10042.jpg,wolf
otter/otter_10642.jpg,otter
cow/cow_10623.jpg,cow
cow/cow_10587.jpg,cow
lion/lion_10272.jpg,lion
cow/cow_10216.jpg,cow
antelope/antelope_10411.jpg,antelope
antelope/antelope_10973.jpg,antelope
chihuahua/chihuahua_10445.jpg,chihuahua
squirrel/squirrel_10496.jpg,squirrel
antelope/antelope_10046.jpg,antelope
squirrel/squirrel_10062.jpg,squirrel
elephant/elephant_10138.jpg,elephant
cow/cow_11336.jpg,cow
hippopotamus/hippopotamus_10508.jpg,hippopotamus
antelope/antelope_10219.jpg,antelope
wolf/wolf_10339.jpg,wolf
tiger/tiger_10040.jpg,tiger
lion/lion_10796.jpg,lion
squirrel/squirrel_10667.jpg,squirrel
cow/cow_10629.jpg,cow
lion/lion_10472.jpg,lion
chihuahua/chihuahua_10077.jpg,chihuahua
antelope/antelope_10500.jpg,antelope
german+shepherd/german+shepherd_10679.jpg,german+shepherd
humpback+whale/humpback+whale_10084.jpg,humpback+whale
fox/fox_10033.jpg,fox
collie/collie_10849.jpg,collie
cow/cow_10589.jpg,cow
hippopotamus/hippopotamus_10125.jpg,hippopotamus
cow/cow_10161.jpg,cow
otter/otter_10452.jpg,otter
zebra/zebra_10577.jpg,zebra
humpback+whale/humpback+whale_10103.jpg,humpback+whale
rhinoceros/rhinoceros_10074.jpg,rhinoceros
squirrel/squirrel_10702.jpg,squirrel
collie/collie_10167.jpg,collie
siamese+cat/siamese+cat_10310.jpg,siamese+cat
lion/lion_10590.jpg,lion
german+shepherd/german+shepherd_10133.jpg,german+shepherd
siamese+cat/siamese+cat_10065.jpg,siamese+cat
zebra/zebra_10203.jpg,zebra
buffalo/buffalo_10425.jpg,buffalo
grizzly+bear/grizzly+bear_10189.jpg,grizzly+bear
pig/pig_10239.jpg,pig
cow/cow_10719.jpg,cow
killer+whale/killer+whale_10223.jpg,killer+whale
polar+bear/polar+bear_10299.jpg,polar+bear
collie/collie_10148.jpg,collie
polar+bear/polar+bear_10691.jpg,polar+bear
german+shepherd/german+shepherd_10754.jpg,german+shepherd
wolf/wolf_10207.jpg,wolf
squirrel/squirrel_10814.jpg,squirrel
collie/collie_10581.jpg,collie
chihuahua/chihuahua_10417.jpg,chihuahua
zebra/zebra_11144.jpg,zebra
tiger/tiger_10621.jpg,tiger
cow/cow_10243.jpg,cow
collie/collie_10984.jpg,collie
collie/collie_10841.jpg,collie
cow/cow_10466.jpg,cow
grizzly+bear/grizzly+bear_10824.jpg,grizzly+bear
collie/collie_10203.jpg,collie
fox/fox_10264.jpg,fox
otter/otter_10027.jpg,otter
hippopotamus/hippopotamus_10205.jpg,hippopotamus
fox/fox_10468.jpg,fox
collie/collie_10293.jpg,collie
wolf/wolf_10191.jpg,wolf
wolf/wolf_10382.jpg,wolf
german+shepherd/german+shepherd_10113.jpg,german+shepherd
elephant/elephant_11001.jpg,elephant
collie/collie_10572.jpg,collie
buffalo/buffalo_10678.jpg,buffalo
buffalo/buffalo_10254.jpg,buffalo
lion/lion_10734.jpg,lion
lion/lion_10646.jpg,lion
buffalo/buffalo_10024.jpg,buffalo
lion/lion_10190.jpg,lion
siamese+cat/siamese+cat_10466.jpg,siamese+cat
humpback+whale/humpback+whale_10265.jpg,humpback+whale
squirrel/squirrel_10206.jpg,squirrel
otter/otter_10313.jpg,otter
zebra/zebra_10501.jpg,zebra
lion/lion_10163.jpg,lion
grizzly+bear/grizzly+bear_10436.jpg,grizzly+bear
polar+bear/polar+bear_10269.jpg,polar+bear
grizzly+bear/grizzly+bear_10228.jpg,grizzly+bear
spider+monkey/spider+monkey_10261.jpg,spider+monkey
cow/cow_11253.jpg,cow
